age,age group,gender,income/month,account balance,loyalty score,education level,Facebook,Twitter,Email,Instagram,prev campaign success,total_withdrawals,total_deposits,net_transaction,transaction_count,housing,loan,job grouped_retired,job grouped_self employed/entrepreneur,job grouped_student,job grouped_unemployed,job grouped_unknown,job grouped_white collar,marital_married,marital_single,Cluster,PCA1,PCA2
37,1,1,7276,2559,694,1,0,0,0,1,1,0.0,1083.72,1083.72,1,1,0,0,0,0,0,0,0,0,1,3,-1.3832617762015695,-1.145176780653523
29,0,1,6811,5473,12,3,1,0,0,1,1,0.0,37231.06,37231.06,5,1,1,0,1,0,0,0,0,1,0,2,4.875635411980035,-1.5906207529708405
42,2,0,12076,8066,384,3,1,1,0,1,0,1592.19,10738.2,9146.01,3,1,0,0,0,0,0,0,1,0,1,2,0.5469214660415072,-0.40334304586486563
48,2,1,13913,3291,554,0,1,1,0,0,1,0.0,343.84,343.84,1,0,0,0,0,0,0,0,1,0,0,1,-1.5586636380453538,0.0277397846309659
47,2,1,7754,1669,779,3,0,0,1,1,1,0.0,10205.03,10205.03,2,1,0,0,0,0,0,0,0,1,0,1,0.09727942588440561,0.2166653627902189
53,3,1,7535,4515,207,0,1,0,0,1,0,8216.25,25684.48,17468.23,6,1,0,0,0,0,0,0,1,1,0,2,3.3555439387059067,1.0488384900485241
66,4,1,7836,2526,114,0,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,-1.970973500913204,2.088845011443641
21,0,1,12548,2874,926,0,1,1,0,1,1,4220.87,0.0,-4220.87,1,1,0,0,0,0,0,0,0,0,1,3,-1.5448490964031287,-2.492160317594702
69,4,0,3193,5573,736,0,1,1,0,0,1,5251.22,4728.68,-522.54,6,1,0,0,0,0,0,0,1,0,1,0,0.44117216796572783,1.9396498964921824
42,2,0,8582,3806,72,3,1,0,1,0,0,1920.6,8800.49,6879.89,3,1,0,0,0,0,0,0,1,0,1,3,0.22702760162343433,-0.366228395259135
27,0,1,12805,2350,456,0,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,3,-1.9144736069578754,-1.8942999110283376
52,3,1,3779,129,698,0,0,1,0,1,1,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,1,-1.9029579355401285,0.9284399677279302
57,3,0,12011,5327,664,0,0,1,0,0,0,1075.99,4375.02,3299.03,2,1,0,0,0,0,0,0,0,1,0,1,-0.7531864244082711,1.1236243293231964
63,4,1,10664,9922,47,2,1,1,1,1,1,6983.24,15856.07,8872.83,6,1,0,0,0,0,0,0,1,1,0,2,1.919765374258516,2.0130147344186597
25,0,1,11143,7208,731,2,1,1,1,1,1,0.0,3274.65,3274.65,1,1,0,0,0,0,0,0,0,1,0,3,-1.1562144346839827,-1.9460291141224597
27,0,1,7853,2052,720,2,1,1,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,3,-1.8990821549124437,-1.8635671516835768
24,0,1,10508,355,10,1,1,1,1,1,0,3440.23,0.0,-3440.23,1,1,1,0,0,0,0,0,1,1,0,3,-1.6660093102737883,-1.9755158588126034
41,2,1,10601,9650,920,1,1,1,0,1,0,1722.4,17857.33,16134.93,6,1,1,0,0,0,0,0,0,1,0,2,2.3008971896900534,-0.07593498312052888
69,4,1,4189,7691,400,2,1,1,0,1,0,8260.44,11551.96,3291.52,4,1,0,0,0,0,0,0,1,1,0,0,0.7320056704535086,2.319541895689213
64,4,0,6349,2987,991,3,0,1,0,0,0,3070.16,17366.66,14296.5,5,1,0,0,0,0,0,0,0,1,0,2,1.936656850990248,2.0726766970050408
62,4,0,10186,3775,683,2,0,1,1,0,1,0.0,7859.64,7859.64,2,1,0,0,0,0,0,0,1,1,0,1,-0.2427328884286822,1.8805005951312475
47,2,1,10687,2348,882,1,1,0,1,0,0,9556.13,13698.61,4142.48,6,1,0,0,0,1,0,0,0,1,0,0,1.63800677477753,0.24564800948389193
58,3,1,10301,6074,512,1,0,0,1,1,0,2421.0,9711.4,7290.4,2,0,0,0,0,0,0,0,1,1,0,1,-0.05384687312501348,1.2422330948936753
36,1,1,8364,2933,269,1,1,1,1,1,0,6686.52,8233.55,1547.03,3,1,0,0,0,0,0,0,0,1,0,0,0.02878156951195779,-0.8403439221965762
34,1,1,6276,7580,866,2,0,0,0,1,0,0.0,15586.62,15586.62,2,1,1,0,0,0,0,0,1,1,0,2,0.8909506834883092,-0.9374106260656685
64,4,1,14279,4857,614,3,1,0,1,0,1,5508.05,13893.13,8385.08,5,1,0,1,0,0,0,0,0,0,0,2,1.3784789452007935,1.9860436156903767
41,2,1,4931,9916,926,2,1,0,1,1,0,0.0,9952.25,9952.25,1,1,0,0,0,0,0,0,0,1,0,1,-0.24878244207212288,-0.09456797805874814
23,0,0,13727,8033,678,0,1,0,0,1,0,1983.27,14189.06,12205.79,3,1,0,0,0,0,0,0,1,0,1,3,1.0610733082952477,-2.383809897028119
24,0,0,10953,5683,683,3,0,1,1,1,0,4609.79,6167.83,1558.04,5,1,0,0,0,0,0,0,1,0,0,3,0.36241325312284883,-2.1368826147037807
56,3,1,6162,8543,967,2,0,1,1,1,0,6590.66,9189.83,2599.17,5,1,0,0,0,0,0,0,0,0,1,0,0.7736809985026857,0.8404798038456212
45,2,0,8057,4530,379,3,0,1,1,1,1,6589.36,27983.4,21394.04,6,1,0,0,0,0,0,0,1,1,0,2,3.7559040836878066,0.13214731932249216
56,3,1,4192,776,129,2,1,0,1,0,0,7772.56,2995.26,-4777.3,5,1,0,0,0,0,0,0,0,0,0,0,-0.206720188100187,1.064615642643554
68,4,1,11726,389,827,1,1,1,1,1,1,0.0,7329.13,7329.13,1,1,0,0,0,0,0,0,1,0,0,1,-0.5557005305068409,2.0335773845088188
43,2,1,8330,7057,66,0,1,1,0,1,1,0.0,1439.18,1439.18,1,1,1,0,0,0,0,0,0,1,0,1,-1.4278011190900521,-0.01727300303908359
28,0,0,3578,6241,708,0,1,1,1,1,0,245.4,0.0,-245.4,1,1,1,0,0,0,0,0,1,0,1,3,-1.5393704016990108,-2.132743585209928
32,1,0,3592,6188,986,2,1,1,0,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,3,-1.8590380930693702,-1.2668865861643377
54,3,1,6778,4672,555,3,1,1,1,1,1,28.01,13107.0,13078.99,3,1,0,1,0,0,0,0,0,1,0,2,0.7600410713608559,1.1320441157240473
48,2,1,9871,4929,191,3,1,1,1,1,1,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,1,-1.930326392965105,0.24952455304071747
46,2,0,7365,1722,369,1,1,1,1,1,1,4092.96,0.0,-4092.96,1,1,1,0,0,0,0,0,0,1,0,1,-1.6687320661233054,0.12710080551717712
41,2,0,11243,5156,116,2,1,0,0,0,1,0.0,7177.38,7177.38,1,1,1,0,0,0,0,0,1,1,0,1,-0.5930709479159078,-0.12309527548115595
40,2,1,3120,2744,950,1,1,0,0,1,1,5615.19,4530.92,-1084.27,5,1,0,0,0,0,0,0,1,0,0,0,0.09405153347122555,-0.297442350521872
46,2,1,11508,6256,382,3,0,0,0,1,1,9751.33,11473.34,1722.01,6,1,0,0,0,0,0,0,0,1,0,0,1.2877729274877914,0.19737231010124445
31,1,0,7163,5418,695,3,0,0,1,1,1,2589.93,9141.51,6551.58,2,1,0,0,0,0,0,0,0,1,0,3,-0.05891928315296592,-1.1004078775738573
55,3,0,6409,9032,678,2,0,0,0,1,1,1678.81,6649.88,4971.07,2,0,1,0,0,0,0,0,0,1,0,1,-0.44481500002081514,1.1278283139264709
56,3,0,4068,4907,68,0,0,1,1,0,1,7039.9,3478.28,-3561.62,5,1,0,0,0,0,1,0,0,0,1,0,-0.1020876819264782,0.9249534806588448
51,3,1,5004,5213,84,1,0,1,1,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,-1.8675359051813574,0.5343367388835691
28,0,1,3475,8945,658,3,1,0,0,1,1,7609.53,2492.94,-5116.59,5,0,1,0,0,0,0,0,0,0,0,0,-0.2289437937266721,-1.807663702109606
54,3,0,3015,1724,417,1,1,1,0,1,0,1339.37,4882.72,3543.35,3,1,0,0,0,0,0,0,0,1,0,1,-0.40216873678184717,1.0494322777314162
43,2,1,10891,3488,769,3,0,0,0,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,3,-1.8795019373082091,-0.17387344888796583
42,2,1,5919,1389,509,0,1,1,0,1,1,8264.35,7351.78,-912.57,5,0,1,1,0,0,0,0,0,1,0,0,0.41941357768919063,0.0633749198645788
68,4,0,9857,5909,253,0,1,1,0,1,1,1892.91,864.58,-1028.33,2,1,0,0,0,0,0,0,0,1,0,1,-1.2733799810762592,2.1902435086034884
36,1,0,10862,7319,509,3,0,1,0,1,1,5148.7,18335.61,13186.91,6,0,0,0,0,0,0,0,0,1,0,2,2.3679843372405927,-0.8060959928222523
55,3,0,9252,2508,906,1,0,1,0,1,0,6380.29,23855.53,17475.24,6,1,0,0,0,0,0,0,0,0,0,2,3.1956651990736638,0.9679757826069856
41,2,1,4587,6968,606,3,1,1,0,1,0,1537.3,6680.41,5143.11,4,1,0,0,0,0,0,0,1,1,0,1,0.11589821416099459,-0.09394467112786009
69,4,1,7309,4949,652,3,1,0,0,0,1,11024.02,1708.98,-9315.04,5,1,1,0,0,0,0,0,0,1,0,0,-0.4555646715384415,2.356857973119217
51,3,1,3735,4526,409,3,0,1,1,0,1,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,1,-1.9399352620628172,0.9132277294192966
27,0,0,13427,9965,677,3,1,1,0,1,1,0.0,32504.16,32504.16,5,1,1,0,0,0,0,0,0,1,0,2,4.24240238513656,-1.7598971132613246
21,0,0,13824,6201,56,1,1,0,1,1,1,3623.26,4580.73,957.47,2,1,0,0,1,0,0,0,0,0,1,3,-0.6580459411523422,-2.4828766995685068
49,2,0,12851,5951,491,3,1,1,1,1,1,0.0,1344.53,1344.53,1,1,1,0,0,0,0,0,1,1,0,1,-1.4475885562345172,0.23976023383650766
36,1,0,10309,7596,456,2,1,0,1,1,1,1481.55,6059.08,4577.53,3,1,1,1,0,0,0,0,0,1,0,3,-0.26363005354608215,-0.7935471524665648
48,2,0,6094,7443,741,0,1,1,1,1,1,1454.98,7650.43,6195.45,3,1,1,0,0,0,0,0,1,1,0,1,0.00734725399919305,0.1971554656954062
25,0,0,12901,8574,90,2,0,1,0,0,1,3105.03,24218.61,21113.58,5,1,0,0,0,0,0,0,1,1,0,2,2.9974743791310927,-1.9145787580114098
48,2,1,7886,5375,90,0,1,1,0,1,0,4471.94,12966.6,8494.66,4,1,0,0,0,0,0,0,0,1,0,2,1.0124491067294652,0.2666545247624528
45,2,1,7328,2526,670,3,1,1,0,1,0,2673.78,9926.87,7253.09,4,1,0,0,0,0,0,0,0,1,0,2,0.5904695886694256,0.13254399936200792
50,3,0,13550,7328,56,2,1,1,0,1,1,1681.0,16802.79,15121.79,4,1,0,0,0,0,0,0,1,1,0,2,1.6192447095544271,0.8227131752842569
54,3,1,12955,6466,629,0,1,1,1,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,-1.9026924658386963,0.7918920520160098
69,4,0,6537,3171,602,1,1,0,1,0,1,0.0,8388.59,8388.59,1,1,0,0,0,0,0,0,0,0,0,1,-0.4175367393388645,2.1298142470111485
44,2,1,13314,5455,441,3,1,0,0,1,0,3515.27,0.0,-3515.27,1,1,0,0,0,0,0,0,0,1,0,1,-1.713581061012508,0.04095135664350536
47,2,1,3297,3435,234,3,1,1,0,1,0,7535.64,10648.64,3113.0,4,1,0,0,0,0,0,0,1,0,1,0,0.7392065747877535,-0.07570214724704726
37,1,0,5458,4984,278,1,0,0,0,1,1,5726.64,13306.18,7579.54,6,1,1,0,0,0,0,0,0,1,0,2,1.6318204917500634,-0.7483361483106689
41,2,0,6208,5997,384,1,1,1,1,1,1,5841.06,8375.4,2534.34,3,1,0,0,0,0,0,0,1,0,0,0,0.11856342707999361,-0.2856911997967692
30,1,0,3124,7070,459,1,1,0,0,0,0,2071.55,4769.02,2697.47,3,1,0,0,0,0,0,0,0,0,0,3,-0.38690925706075197,-1.2932501525739637
40,2,0,14898,482,845,0,1,1,1,0,1,0.0,800.72,800.72,1,1,0,0,0,0,0,0,0,1,0,1,-1.5099365240011364,-0.2528580677473828
21,0,1,4764,2240,175,1,0,1,0,1,1,3739.8,7402.65,3662.85,4,0,0,0,0,0,0,1,0,0,0,3,0.2577414464277194,-2.160226262520629
46,2,1,6165,3603,16,1,0,1,0,0,0,7214.48,9146.01,1931.53,4,1,0,0,0,0,0,0,1,0,1,0,0.5249486243461993,-0.1649139949142081
38,1,0,11328,6445,400,0,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,3,-1.9224666633748557,-0.8350429174670588
42,2,1,12527,1335,722,2,1,0,1,0,1,4189.53,12348.87,8159.34,4,1,0,0,0,0,0,0,1,0,1,2,1.0108048078187728,-0.3819050466886325
58,3,1,10206,9955,108,1,1,0,0,1,1,2885.53,20054.27,17168.74,6,1,0,0,0,0,0,0,1,1,0,2,2.582220185811361,1.2700185827592747
35,1,1,7474,7891,69,1,0,1,0,1,0,7136.06,16870.97,9734.91,5,0,0,0,0,0,0,0,0,1,0,2,1.8281841571763708,-0.8346633278150308
32,1,0,13613,5940,80,3,1,1,1,1,0,4803.54,11054.97,6251.43,3,1,0,0,0,0,0,0,0,1,0,3,0.46881549955388746,-1.0504063897260156
47,2,0,13247,5271,456,3,0,1,1,1,1,6195.02,8877.47,2682.45,4,1,0,0,0,0,0,0,1,0,1,0,0.5119665161746086,-0.16268809958226435
43,2,0,7844,3321,354,0,0,0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,-1.9398333331814224,-0.058698027294972775
54,3,1,5365,3668,496,0,1,1,1,1,1,3568.69,13732.17,10163.48,5,1,0,0,0,0,0,0,0,1,0,2,1.4003966460248307,1.0659021372605937
36,1,0,12468,1017,614,1,0,1,0,0,0,3671.63,5126.17,1454.54,3,1,0,0,0,0,0,0,0,1,0,3,-0.3584699633369107,-0.8989548657812695
40,2,1,8834,2445,215,3,1,0,0,0,0,504.41,4804.21,4299.8,2,1,0,0,1,0,0,0,0,1,0,1,-0.7342976331191383,-0.1473815782841146
36,1,0,10227,3363,524,3,0,0,0,1,1,0.0,915.61,915.61,1,1,0,0,0,0,0,0,0,1,0,3,-1.4921190699639983,-0.8791469353878489
49,2,1,13949,902,267,0,0,0,1,1,1,7272.99,896.98,-6376.01,3,1,0,0,0,0,0,0,0,0,0,0,-1.0106447332588646,0.12123190481315065
54,3,0,11403,3610,181,0,1,1,0,1,1,3201.55,0.0,-3201.55,2,1,0,0,0,0,0,0,0,0,1,1,-1.2941293000033725,0.6711913552755451
68,4,0,6332,7534,401,0,0,0,0,1,0,9352.48,4731.2,-4621.28,4,1,0,0,0,1,0,0,0,1,0,0,-0.21868672394141542,2.2608341682847417
37,1,0,14472,2911,517,3,1,1,1,1,1,8389.51,11391.33,3001.82,6,1,0,0,0,0,0,0,1,1,0,0,1.32452283344963,-0.824138243808923
40,2,0,9750,4973,108,2,0,0,1,1,0,6606.05,10215.49,3609.44,4,1,0,0,0,0,0,0,0,0,0,0,0.6215893159640671,-0.27603906434913283
26,0,1,5258,1949,826,2,1,1,0,1,1,1037.21,15523.61,14486.4,4,1,0,0,0,0,0,0,0,1,0,2,1.4728454258521895,-1.8223679289375645
41,2,0,5174,3013,602,2,1,0,1,1,1,998.91,0.0,-998.91,1,1,1,0,0,0,0,0,0,1,0,1,-1.6604139656017753,-0.09916106373244249
50,3,1,3936,8440,4,0,0,1,0,1,0,4023.47,0.0,-4023.47,1,1,0,0,0,0,0,0,0,0,1,1,-1.6165330946706606,0.5158866021660254
25,0,1,6668,3042,477,2,1,1,1,1,1,16384.12,770.02,-15614.1,5,1,0,0,0,0,0,0,1,1,0,0,-0.5805341230864881,-1.9016843871644642
53,3,0,6091,7007,51,0,0,0,1,1,0,6996.47,8126.41,1129.94,4,1,1,0,0,0,0,0,1,0,0,0,0.29730864890200237,0.8536553548752148
43,2,0,9744,5923,230,3,0,0,0,1,0,10340.06,4038.22,-6301.84,5,1,0,0,0,0,0,0,0,0,0,0,-0.03371533306898712,-0.12002759078123099
27,0,0,12632,2793,946,1,0,0,1,1,0,1845.55,0.0,-1845.55,1,1,0,0,0,0,0,0,0,1,0,3,-1.6599581076543737,-1.8727944141831672
64,4,0,6389,8586,304,1,1,0,0,1,0,4705.34,29379.78,24674.44,6,1,1,0,0,0,0,0,0,0,0,2,3.9717137696782703,1.989933872796868
60,4,1,8966,6466,127,3,1,1,0,1,0,8405.27,13198.68,4793.41,5,1,0,0,0,0,0,0,1,1,0,0,1.2524664876570526,1.8837472857579307
22,0,0,4363,395,1000,2,0,1,0,1,0,4419.67,12254.31,7834.64,3,1,1,0,0,0,0,0,1,1,0,3,0.7016094175541517,-2.053317336212406
24,0,1,3266,6281,253,3,0,1,1,0,0,3244.5,26446.68,23202.18,5,1,0,0,0,0,0,0,1,0,0,2,3.3192339694654653,-2.0356585707295163
43,2,0,9941,3080,943,0,0,1,1,0,0,2273.19,0.0,-2273.19,1,1,0,0,0,0,0,0,1,0,1,3,-1.5777933956190915,-0.4332180191526645
50,3,0,12685,5991,540,1,0,1,1,0,1,3734.14,12695.84,8961.7,6,1,0,0,0,0,0,0,0,1,0,2,1.5325430145551604,0.8221569108050548
69,4,1,10366,1184,451,0,1,1,0,1,1,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,-1.9590691551823678,2.199057493078033
53,3,0,5807,902,997,2,1,0,1,1,1,1236.93,0.0,-1236.93,2,1,0,0,0,0,0,0,1,1,0,1,-1.404664625753633,0.9488471997388459
51,3,1,8680,6896,557,2,0,0,0,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,-1.8687615562146287,0.5335984839879649
40,2,1,13216,1435,889,1,0,0,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,-1.9315425357336242,-0.21298602566586605
68,4,1,4909,510,854,0,1,1,1,1,1,2255.55,14654.44,12398.89,6,0,0,0,0,0,0,0,1,1,0,2,1.7969201992546529,2.265953381094156
55,3,1,3264,8373,252,2,0,0,0,1,0,1911.33,0.0,-1911.33,1,0,1,0,0,0,0,0,0,1,0,1,-1.7278084455492035,1.1601764691085903
30,1,0,10025,993,602,0,1,1,0,1,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,1,0,3,-1.8821366071239243,-1.2300471320145623
30,1,0,11009,9200,120,3,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,3,-1.9300870020270127,-1.2168610869309198
62,4,0,4312,3442,260,1,1,1,1,1,1,3145.73,20491.15,17345.42,5,1,0,0,0,0,1,0,0,1,0,2,2.322061225068853,2.0894782937936354
33,1,1,9007,3490,48,2,1,1,1,1,1,1536.9,6517.93,4981.03,4,1,1,0,0,0,0,0,0,1,0,3,0.12083302748626086,-0.9645804500644988
53,3,0,9702,9113,345,2,1,1,0,1,0,3836.03,29179.9,25343.87,5,1,0,0,0,0,0,0,1,1,0,2,3.658621813780137,1.0152880971047582
51,3,1,3005,8156,835,1,1,1,1,0,0,6278.49,14920.71,8642.22,5,1,1,0,0,0,0,0,1,1,0,2,1.5203573846143894,0.9243822926483218
58,3,1,7050,1609,663,0,1,0,1,1,1,5184.91,11289.43,6104.52,6,1,1,0,0,0,0,0,1,1,0,0,1.287499672789071,1.267291874896387
25,0,0,13913,4413,213,2,1,1,1,1,1,4852.86,6695.8,1842.94,2,1,0,0,0,0,0,0,1,0,0,3,-0.36212238074104364,-2.10942626052129
63,4,1,3297,7102,873,3,1,1,1,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,-1.8723683575256564,1.6631452709061083
51,3,0,5901,9942,798,1,1,1,0,1,0,0.0,13277.68,13277.68,3,0,0,0,0,0,0,0,0,1,0,2,0.8090764693428575,0.9061042349532621
47,2,1,10279,3865,815,2,0,1,1,0,0,656.7,11777.49,11120.79,3,1,1,0,0,0,0,0,0,0,1,2,0.6892053885605187,-0.11083608940763211
24,0,1,8898,5593,165,0,1,1,1,1,0,4439.07,490.18,-3948.89,2,1,0,0,0,0,0,0,1,1,0,3,-1.3473805908235308,-2.0055266368277387
34,1,1,5966,1682,369,2,1,1,1,1,1,4044.38,0.0,-4044.38,1,1,0,0,0,0,0,0,1,1,0,3,-1.6769773636440022,-0.9822570777029818
56,3,1,5102,4229,477,2,1,1,1,1,0,6765.46,7533.7,768.24,6,1,0,0,0,0,0,0,0,0,1,0,0.8071361340288585,0.8736094228966852
30,1,1,3636,6537,152,0,0,1,1,0,0,9371.57,8841.3,-530.27,4,1,1,0,0,0,0,0,1,1,0,0,0.36343911502401316,-1.1360370665508772
41,2,1,8761,2387,463,0,1,1,1,1,0,5155.05,3045.99,-2109.06,4,1,0,0,0,0,0,0,1,1,0,0,-0.4513370535854523,-0.14094321844775948
41,2,0,9074,9345,894,0,1,0,0,1,0,12529.61,6812.42,-5717.19,6,1,0,0,0,0,0,0,0,0,0,0,0.6201948519161435,-0.2596772491849742
24,0,1,14039,4198,986,1,1,1,0,1,0,0.0,2459.54,2459.54,1,1,0,0,0,0,0,0,0,1,0,3,-1.2654259504361811,-2.0171629712944688
47,2,1,4603,6876,794,2,1,1,1,1,1,2978.27,7617.61,4639.34,2,1,0,0,0,0,0,0,1,0,1,3,-0.21032229550821133,-0.14660699955324666
31,1,1,14830,122,259,3,1,0,0,0,1,9526.5,0.0,-9526.5,3,1,0,0,0,0,0,0,0,0,0,0,-1.137084675577778,-1.2370713689292423
39,1,0,9074,9970,245,1,1,1,1,1,1,810.63,0.0,-810.63,1,1,0,0,0,0,0,0,0,1,0,3,-1.6511530395050955,-0.76317865926556
35,1,0,14650,3903,638,2,1,1,1,1,1,3211.16,8970.07,5758.91,3,1,0,0,0,0,0,0,1,1,0,3,0.2022628298242758,-0.9697355567615755
62,4,1,5290,7845,740,0,1,0,1,0,1,1821.13,22127.73,20306.6,5,1,0,0,0,0,0,0,0,0,0,2,2.6462085870489456,1.8349207397420686
49,2,0,14291,1023,157,2,1,0,1,1,1,5865.67,0.0,-5865.67,2,1,1,0,0,0,0,0,0,0,1,3,-1.33720056230886,-0.02776636070196682
59,3,1,5273,6818,6,3,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,-1.975436973768928,1.2811899319097206
36,1,0,10783,7426,840,1,0,1,1,0,0,8536.85,0.0,-8536.85,3,1,1,1,0,0,0,0,0,1,0,0,-1.2133365478552665,-0.8393479779684843
28,0,0,4906,1600,373,0,0,0,0,1,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,3,-1.8990567288840967,-1.815172853421103
64,4,0,7680,9806,938,2,1,0,1,1,0,6448.82,10203.16,3754.34,6,1,0,0,0,0,1,0,0,0,1,0,1.099922116306498,1.8467970198947754
42,2,0,4273,5394,695,2,1,1,1,1,0,7946.38,14051.45,6105.07,4,0,0,0,0,0,0,0,0,1,0,0,1.124123357988768,-0.001232286133049191
48,2,1,6579,7949,618,0,0,1,0,1,0,6619.69,12785.54,6165.85,4,1,0,0,0,0,0,0,0,0,1,0,1.0603215734170832,-0.06966972886557986
47,2,0,7703,8826,28,2,0,1,0,1,1,6715.63,8279.13,1563.5,4,1,0,0,0,0,0,0,0,1,0,0,0.3316896917181986,0.20268461635630344
59,3,1,6983,869,881,1,0,1,0,0,0,3263.78,17672.59,14408.81,3,1,1,0,0,0,1,0,0,0,1,2,1.4645765861554678,1.1148197739452235
46,2,1,11532,495,316,1,1,1,1,0,1,8786.63,10105.79,1319.16,5,1,1,0,0,0,0,0,0,1,0,0,0.8405661726150584,0.17942655087350104
23,0,0,14204,7763,340,1,1,1,1,0,0,10064.61,9889.58,-175.03,6,1,1,1,0,0,0,0,0,0,1,0,1.1445010773850202,-2.2625394595590693
62,4,1,11556,5462,521,0,0,1,1,0,1,9030.98,13262.43,4231.45,6,1,0,0,0,0,0,0,1,1,0,0,1.536164559886744,1.91737043452136
68,4,0,12925,6474,424,2,1,1,0,1,1,7929.11,0.0,-7929.11,2,0,0,1,0,0,0,0,0,1,0,1,-1.5054670556247502,2.283528603502297
67,4,1,8030,534,451,2,1,0,0,0,0,0.0,859.94,859.94,1,1,0,0,0,0,0,0,0,1,0,1,-1.5760906647031478,2.2025989697159027
28,0,1,8903,480,82,3,0,1,1,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,1,3,-1.8037972161391636,-2.109252427425867
27,0,0,13860,2881,942,1,1,1,1,1,0,4761.34,9959.17,5197.83,3,1,0,0,0,0,0,0,1,1,0,3,0.3310136004569906,-1.8782691590311797
28,0,0,7907,6083,34,2,1,0,0,1,1,7809.51,9631.48,1821.97,6,1,0,0,0,0,0,0,1,0,1,0,1.1692509734169099,-2.0552192016832667
37,1,0,13499,9661,200,0,0,1,1,0,0,313.72,5760.68,5446.96,3,1,1,0,0,0,0,0,0,1,0,3,-0.26719832141566735,-0.8503724679871324
29,0,0,6009,5061,120,3,1,1,0,1,1,393.22,7767.53,7374.31,2,0,0,0,0,0,0,0,0,0,0,3,-0.16786631937130822,-1.814031581652139
52,3,0,12860,1533,604,0,1,1,1,1,1,7330.17,13502.51,6172.34,6,1,0,1,0,0,0,0,0,1,0,0,1.597714046995981,0.9827686346682719
66,4,1,13812,3128,492,2,1,1,0,1,1,0.0,23381.93,23381.93,3,1,0,0,0,0,0,0,0,0,1,2,2.401041792810534,1.8451481297914583
60,4,0,9190,3283,85,3,1,1,0,1,0,4173.83,0.0,-4173.83,1,1,1,0,0,0,0,0,1,1,0,1,-1.7016018270766402,1.8350219635680902
46,2,1,3618,6670,50,2,1,1,1,1,1,0.0,3864.72,3864.72,1,1,0,0,0,0,0,0,1,0,1,3,-1.0055696615279381,-0.18571322970405837
48,2,0,12559,5146,823,3,0,1,0,1,0,9297.21,20425.28,11128.07,6,1,0,0,0,0,0,0,1,0,1,2,2.717986932201752,-0.07477169618374692
64,4,1,14036,800,988,1,1,1,1,1,1,0.0,8343.0,8343.0,1,1,0,0,0,0,0,0,1,0,1,1,-0.3540550106170847,1.6498132995850616
34,1,0,3454,215,232,0,1,1,0,1,0,3227.06,21838.89,18611.83,4,1,1,0,0,0,0,0,0,1,0,2,2.3719628806948143,-0.8942633572361394
26,0,0,8246,5827,505,3,1,1,1,1,0,7490.79,2160.15,-5330.64,6,1,0,0,0,0,0,0,1,1,0,0,-0.03144463506140145,-1.8682408470050533
61,4,0,11476,4532,411,0,1,0,0,1,0,7857.43,16741.05,8883.62,6,1,0,0,0,0,0,0,1,0,1,2,2.150913202812343,1.5707726061158325
32,1,0,4252,5502,988,0,1,1,0,1,0,2798.36,10403.64,7605.28,4,1,1,0,0,0,0,0,1,1,0,3,0.6919353192021401,-1.078876543034224
24,0,1,14727,9425,911,0,1,0,0,0,1,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,3,-1.8138818356588655,-2.338638667178476
68,4,0,5277,9208,978,0,1,1,0,1,1,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,1,-1.9291350324935748,2.1858276844069073
43,2,1,10412,2045,291,1,0,0,1,1,1,0.0,5807.11,5807.11,1,1,0,0,0,0,0,0,0,1,0,1,-0.8150152021493862,-0.016769784446439933
25,0,0,8873,7909,686,1,0,1,1,1,1,9510.03,1701.44,-7808.59,3,1,0,0,0,0,0,0,1,1,0,0,-0.913979959210931,-1.9779699929925596
