customer id,age,age group,gender,income/month,account balance,loyalty score,education level,products owned,type of campaign(s),duration of campaign(s) (days),total ad spend,product type advertised,prev campaign success,product cost,has customer bought product,fb impressions,fb clicks,insta impressions,insta clicks,tw impressions,tw clicks,total clicks,total impressions,CTR,uses internet banking,has_loan,total_withdrawals,total_deposits,transaction_count,Facebook,Twitter,Instagram,Email
4271,55,50-59,1,11157.61,33374.03,462.9721518,0,"['W', 'X', 'Y', 'Z']","['Facebook', 'Email']",15,547.8664951,A,Yes,100,0,59,5,58,6,69,1,12,186,0.065,0,0,781.8638886,682.5080083,10,1,1,1,0
4272,70,60-69,1,12764.99,38896.36,822.9048033,0,"['Y', 'Z']","['Facebook', 'Instagram', 'Email']",15,663.6743638,E,No,500,0,12,0,12,0,9,0,0,33,0,0,0,0,43.8361657,15,0,0,0,1
4273,64,60-69,1,11971.75,36351.34,707.4529764,0,['X'],['Facebook'],15,504.9728161,D,No,400,0,40,1,21,0,25,2,3,86,0.035,0,1,213.9682726,268.9192321,13,1,1,0,1
4274,55,50-59,1,9696.52,28756.87,431.4328679,1,"['Z', 'X', 'W']","['Twitter', 'Facebook', 'Instagram', 'Email']",15,821.7001218,D,Yes,400,0,71,3,70,2,38,3,8,179,0.045,0,1,398.2835385,574.5484412,10,1,1,1,1
4275,40,40-49,0,8982.24,20463.97,135.7558435,1,"['Y', 'Z']","['Twitter', 'Email']",15,614.8425346,B,No,200,0,103,19,66,0,67,12,31,236,0.131,1,0,719.0312178,1018.560855,6,1,1,0,0
4276,34,30-39,1,7539.53,18932.59,771.2608066,0,"['Z', 'W']","['Facebook', 'Instagram', 'Twitter', 'Email']",15,720.265314,B,Yes,200,0,106,0,143,4,121,8,12,370,0.032,0,0,873.906018,777.1512686,4,0,1,1,1
4277,48,40-49,1,8784.08,24220.88,613.8451586,3,"['W', 'Y', 'X', 'Z']","['Instagram', 'Email']",15,412.0042383,C,Yes,300,0,96,9,51,1,68,7,17,215,0.079,1,0,703.4320349,548.3621974,8,1,1,1,1
4278,39,30-39,0,7073.37,15419.79,218.311914,1,[],"['Instagram', 'Twitter', 'Facebook']",15,753.1360037,E,Yes,500,0,113,2,70,12,101,19,33,284,0.116,0,0,561.4697396,622.9228759,6,1,1,1,0
4279,47,40-49,0,8845.78,24563.3,227.7699863,1,['X'],"['Facebook', 'Instagram', 'Email']",15,811.940292,E,Yes,500,0,53,4,55,6,58,8,18,166,0.108,0,0,635.0680084,579.4789214,8,1,1,1,1
4280,65,60-69,0,13244.6,43527.85,370.8973,2,"['Y', 'W', 'X', 'Z']","['Twitter', 'Instagram', 'Email']",15,872.7234342,D,Yes,400,0,37,2,32,2,29,2,6,98,0.061,1,0,238.4911667,153.4531336,13,1,1,1,0
4281,25,20-29,0,6758.75,14456.92,139.3467042,0,"['W', 'Y']","['Twitter', 'Instagram', 'Facebook']",15,714.0069957,D,No,400,0,134,5,147,6,96,25,36,377,0.095,0,0,876.2432827,861.3457215,2,1,1,1,1
4282,50,40-49,1,8908.62,23770.42,569.7597673,0,"['Y', 'X']","['Instagram', 'Facebook', 'Twitter']",15,752.0361064,D,Yes,400,0,81,4,56,7,53,6,17,190,0.089,0,1,790.8029903,607.0794613,9,1,1,1,0
4283,62,60-69,1,12263.03,36552.82,608.4335054,1,[],"['Facebook', 'Email']",15,217.9205871,A,Yes,100,0,43,3,38,1,26,0,4,107,0.037,0,0,446.5259043,349.5635702,12,1,0,1,0
4284,57,50-59,0,12153.7,34116.39,226.9160087,1,[],['Instagram'],15,243.8481337,C,No,300,1,44,2,34,3,37,2,7,115,0.061,0,0,528.6155429,806.138253,11,1,1,1,1
4285,61,60-69,1,11827.33,37917.09,735.3798033,2,['Z'],"['Facebook', 'Twitter']",15,400.825334,B,No,200,0,34,0,34,3,39,1,4,107,0.037,1,0,394.6183228,674.5824077,12,0,1,1,0
4286,47,40-49,1,7384.7,18556.37,481.7190932,1,"['Y', 'X', 'Z', 'W']","['Instagram', 'Twitter']",15,869.262133,D,Yes,400,0,94,0,61,2,68,10,12,223,0.054,1,0,501.253655,406.1756413,8,0,1,1,0
4287,59,50-59,1,12050.12,37377.23,600.4553981,1,[],"['Twitter', 'Facebook', 'Instagram']",15,236.4577115,B,Yes,200,0,52,3,48,1,60,1,5,160,0.031,0,0,461.3156504,512.9686242,12,1,1,1,1
4288,43,40-49,1,9124.38,23483.66,520.5011378,0,"['Y', 'Z', 'W']","['Facebook', 'Twitter']",15,883.5537658,E,No,500,0,66,9,103,15,58,8,32,227,0.141,0,0,804.99103,653.8097457,7,1,1,1,1
4289,68,60-69,0,12032.79,36104.04,404.5328168,1,[],"['Twitter', 'Facebook', 'Instagram']",15,543.6455236,E,No,500,0,17,1,20,0,26,1,2,63,0.032,0,0,177.5745695,0,14,1,1,0,1
4290,33,30-39,1,7779.27,21294.67,634.2234656,0,"['X', 'Y']","['Twitter', 'Instagram', 'Facebook']",15,537.4209313,A,No,100,0,119,26,93,15,130,20,61,342,0.178,0,0,888.5935875,904.1772531,4,1,1,1,1
4291,48,40-49,1,7717.03,23434.7,587.2267032,0,"['X', 'Z', 'W']","['Facebook', 'Twitter', 'Instagram']",15,859.3996377,C,Yes,300,0,92,10,72,4,77,8,22,241,0.091,0,0,510.6227656,597.4503362,8,1,1,1,1
4292,43,40-49,1,8588.24,25493.87,405.4762762,1,"['W', 'Y', 'Z']",['Twitter'],15,383.7835609,C,Yes,300,0,103,13,108,16,72,9,38,283,0.134,0,1,814.0439846,762.7722463,7,1,1,1,0
4293,60,50-59,0,11502.36,37602.8,272.384559,0,"['Y', 'X']","['Twitter', 'Instagram', 'Email']",15,431.0714306,E,No,500,1,31,0,47,0,55,1,1,133,0.008,0,0,355.9232926,302.902294,12,0,1,0,0
4294,43,40-49,1,8760.37,22193.95,590.4825853,1,"['W', 'Z', 'Y', 'X']","['Facebook', 'Email']",15,745.3367785,D,Yes,400,0,106,13,63,1,110,13,27,279,0.097,0,0,830.4882394,842.117747,7,1,1,1,0
4295,55,50-59,0,10381.32,34550.22,255.3415169,0,"['X', 'Y', 'Z']","['Twitter', 'Email']",15,397.094577,E,No,500,0,38,1,74,0,51,6,7,163,0.043,0,1,259.8336792,655.8302451,10,1,1,0,1
4296,23,20-29,0,6563.75,15501.63,227.1634213,1,"['W', 'X', 'Y', 'Z']",['Instagram'],15,681.9163349,C,Yes,300,0,173,10,189,6,191,49,65,553,0.118,1,0,882.1787244,770.0271314,2,1,1,1,1
4297,29,20-29,1,6271.85,16852.07,542.4274732,1,"['W', 'X', 'Y', 'Z']","['Twitter', 'Email']",15,234.8981327,B,Yes,200,0,132,20,142,7,93,17,44,367,0.12,1,0,502.5126891,715.4877011,2,1,1,1,0
4298,51,50-59,0,10455.13,35013.74,236.6600115,0,"['Y', 'X', 'Z']","['Facebook', 'Twitter']",15,741.1741001,B,Yes,200,0,53,1,55,0,65,1,2,173,0.012,0,0,738.3121423,727.733098,9,1,1,0,0
4299,24,20-29,1,5801.23,12482.7,604.340797,0,[],['Instagram'],15,530.2281619,C,No,300,0,157,1,169,14,94,25,40,420,0.095,0,0,660.3531809,624.7721426,2,1,1,1,1
4300,34,30-39,1,7483.73,13501.5,479.303548,0,"['W', 'Y', 'X', 'Z']","['Instagram', 'Twitter', 'Facebook']",15,255.3959846,B,Yes,200,0,125,5,131,6,89,0,11,345,0.032,0,0,787.8118137,891.0291902,4,1,0,1,1
4301,43,40-49,0,10183.87,28999.43,397.061632,0,['Y'],"['Facebook', 'Instagram', 'Twitter']",15,323.5988818,A,Yes,100,0,81,2,116,20,103,9,31,300,0.103,0,0,1136.092081,1132.52752,7,1,1,1,1
4302,26,20-29,0,5065.64,9000.83,195.6295597,1,['Y'],"['Facebook', 'Twitter', 'Email']",15,685.7326233,E,No,500,0,119,3,127,30,180,2,35,426,0.082,0,0,515.8744678,465.0936391,2,1,1,1,0
4303,36,30-39,0,5945.14,11075.73,179.9744916,0,['Z'],['Facebook'],15,890.4217441,D,Yes,400,0,80,15,94,5,121,13,33,295,0.112,0,0,525.0100357,469.1541385,5,1,1,1,1
4304,50,40-49,1,11384.96,32659.09,737.0799535,0,"['Z', 'X']","['Facebook', 'Twitter', 'Instagram', 'Email']",15,441.2502553,A,Yes,100,0,66,1,53,5,47,4,10,166,0.06,0,0,909.1701851,1009.660444,9,1,1,1,0
4305,62,60-69,0,12024.8,36776.14,307.4044734,0,[],"['Instagram', 'Twitter', 'Email']",15,518.9306418,A,Yes,100,0,48,3,29,1,36,2,6,113,0.053,0,0,280.3187518,503.4724323,12,1,1,1,1
4306,26,20-29,1,7699.21,16716.19,594.0680247,1,"['Y', 'Z']","['Instagram', 'Facebook', 'Twitter']",15,748.7597152,C,No,300,0,135,30,164,18,116,4,52,415,0.125,0,1,1101.778575,1110.042058,2,1,1,1,1
4307,44,40-49,0,9731.61,24815.1,218.965271,0,"['X', 'W']","['Instagram', 'Facebook', 'Email']",15,283.7231629,D,Yes,400,0,72,6,86,2,80,6,14,238,0.059,0,1,948.4953625,931.7920574,7,1,1,1,0
4308,69,60-69,1,12551.27,39601.54,532.5093135,0,"['Y', 'Z', 'X', 'W']","['Instagram', 'Twitter', 'Facebook']",15,249.6499478,E,No,500,0,13,0,20,0,19,0,0,52,0,0,0,64.8258992,14.51334637,15,0,0,0,0
4309,21,20-29,0,5855.94,10971.47,208.1976918,1,"['Z', 'W', 'Y']","['Instagram', 'Twitter']",15,689.5404155,B,No,200,0,193,2,121,12,175,46,60,489,0.123,0,0,794.0457161,757.3237731,2,1,1,1,0
4310,58,50-59,1,10525.84,32202.5,689.2752664,0,['Z'],"['Instagram', 'Twitter', 'Facebook', 'Email']",15,588.33862,D,No,400,0,51,3,62,5,50,2,10,163,0.061,0,1,537.2439955,420.2082294,11,1,1,1,1
4311,55,50-59,0,9645.16,27592.59,241.688767,1,[],"['Facebook', 'Instagram', 'Twitter']",15,887.5286352,C,No,300,0,47,2,75,5,73,6,13,195,0.067,0,0,591.1966208,390.2377149,10,1,1,1,1
4312,43,40-49,0,9575.92,26864.97,170.3494855,1,"['Z', 'W', 'X']",['Twitter'],15,465.0262744,B,No,200,0,74,0,69,10,106,19,29,249,0.116,0,1,894.3923918,872.1185126,7,0,1,1,0
4313,48,40-49,0,8190.25,20127.19,232.9164208,2,['Y'],"['Instagram', 'Facebook', 'Twitter', 'Email']",15,610.8899503,E,Yes,500,0,77,8,100,15,79,7,30,256,0.117,0,1,498.8192442,530.5888603,8,1,1,1,1
4314,40,40-49,0,8133.36,18890.91,38.19304018,0,['W'],"['Facebook', 'Instagram', 'Twitter']",15,741.9226963,B,Yes,200,0,108,13,112,9,77,10,32,297,0.108,0,0,672.0258868,648.2438519,6,1,1,1,1
4315,22,20-29,1,5876.34,10320.66,368.6850007,0,[],"['Facebook', 'Email']",15,265.0429247,E,No,500,0,183,45,152,8,193,31,84,528,0.159,0,1,548.1098378,653.9667252,2,1,1,1,1
4316,59,50-59,1,11627.17,34115.83,488.9686123,0,"['Y', 'W', 'Z', 'X']","['Facebook', 'Twitter', 'Email']",15,478.7565601,C,No,300,0,56,4,46,1,47,2,7,149,0.047,0,1,487.4016687,448.6184407,12,1,1,1,0
4317,49,40-49,1,8565.71,23043.04,609.1869528,1,['Y'],"['Facebook', 'Twitter', 'Instagram', 'Email']",15,530.6718135,E,Yes,500,1,55,7,64,8,68,9,24,187,0.128,0,1,701.7497993,465.6395982,8,1,1,1,1
4318,53,50-59,1,10095.14,30828.93,551.7594247,1,"['X', 'Y']","['Instagram', 'Facebook']",15,853.9772769,E,No,500,0,73,0,57,4,58,4,8,188,0.043,0,0,416.2776687,649.1388383,10,0,1,1,0
4319,69,60-69,1,13495.63,46482.3,641.3879327,1,"['Z', 'W', 'X', 'Y']","['Twitter', 'Instagram', 'Facebook', 'Email']",15,461.2071076,B,No,200,0,11,0,15,0,13,0,0,39,0,1,1,88.57531059,134.410149,15,0,0,0,0
4320,67,60-69,1,11180.12,33864.48,581.7476547,0,"['X', 'Z', 'W']","['Twitter', 'Instagram', 'Facebook']",15,792.9346951,A,No,100,0,17,0,16,1,28,1,2,61,0.033,0,1,233.394377,183.4509265,14,0,1,1,0
4321,55,50-59,1,9977.01,30348.24,504.8684988,0,"['Y', 'X', 'Z']","['Instagram', 'Twitter', 'Email']",15,483.5081472,C,No,300,0,42,1,56,3,73,1,5,171,0.029,0,0,377.781089,643.77285,10,1,1,1,0
4322,22,20-29,0,5376.01,8259.89,200.853433,1,"['X', 'Z', 'W', 'Y']","['Twitter', 'Instagram', 'Facebook']",15,693.9805163,D,Yes,400,0,127,10,176,39,195,44,93,498,0.187,0,0,423.7462904,597.8278061,2,1,1,1,1
4323,41,40-49,0,7901.2,17655.7,229.9415397,2,"['W', 'Z']",['Instagram'],15,741.4230668,B,Yes,200,0,82,5,83,4,74,4,13,239,0.054,1,0,721.7837248,725.247973,6,1,1,1,0
4324,67,60-69,0,12934.78,41641.47,248.5972934,0,"['Z', 'Y', 'X']",['Instagram'],15,213.0544924,C,No,300,0,20,0,15,0,17,0,0,52,0,0,1,116.8438015,151.0083636,14,0,0,0,1
4325,48,40-49,0,9322.79,24458.64,572.9487127,1,"['X', 'Y', 'W', 'Z']","['Facebook', 'Instagram', 'Twitter', 'Email']",15,849.616809,B,Yes,200,0,58,1,101,11,91,4,16,250,0.064,0,0,726.2448865,758.5301227,8,1,1,1,1
4326,41,40-49,0,8485.61,24756.93,259.5813493,2,"['X', 'Y']","['Twitter', 'Facebook', 'Instagram']",15,446.1244598,C,Yes,300,0,118,15,71,8,124,15,38,313,0.121,1,0,686.1895752,964.8110193,6,1,1,1,1
4327,36,30-39,0,7915.05,18624.95,91.12373671,0,"['X', 'W']","['Facebook', 'Email']",15,589.1324876,D,No,400,0,106,16,116,24,110,12,52,332,0.157,0,1,701.3319048,904.5229205,5,1,1,1,1
4328,61,60-69,0,10617.33,34276.27,176.7345098,0,"['W', 'X']","['Twitter', 'Instagram']",15,738.0363893,E,No,500,0,38,3,41,1,32,1,5,111,0.045,0,0,470.7048138,317.6507035,12,1,1,1,0
4329,68,60-69,0,11796.74,35087.44,372.2996311,2,['Z'],"['Instagram', 'Twitter', 'Facebook', 'Email']",15,801.8083101,A,Yes,100,0,24,0,20,1,26,1,2,70,0.029,1,1,199.5500812,194.4189895,14,0,1,1,1
4330,47,40-49,1,8285.83,20574.94,585.3576744,1,"['X', 'W']","['Instagram', 'Facebook']",15,349.1583336,C,Yes,300,0,91,2,69,10,55,1,13,215,0.06,0,1,838.0902591,734.1176693,8,1,1,1,0
4331,31,30-39,0,8584.79,18289.76,184.5713495,0,"['X', 'Z']","['Facebook', 'Instagram', 'Twitter', 'Email']",15,219.4778971,C,Yes,300,0,139,29,106,0,128,25,54,373,0.145,0,0,1191.116426,1093.372642,3,1,1,0,1
4332,62,60-69,1,10452.02,32893.01,456.0350761,1,"['Z', 'Y', 'W', 'X']",['Twitter'],15,634.2845123,A,No,100,0,32,0,46,2,26,2,4,104,0.038,1,1,140.3240174,345.5259389,12,0,1,1,0
4333,22,20-29,1,4887.96,10737.56,468.6924773,0,"['Y', 'W']","['Instagram', 'Facebook', 'Twitter']",15,807.9767997,B,Yes,200,0,180,18,123,1,194,53,72,497,0.145,0,0,458.7872122,485.3229638,2,1,1,1,0
4334,68,60-69,0,12222.84,40957.6,256.7736265,0,"['Z', 'W', 'Y']","['Facebook', 'Twitter', 'Email']",15,584.2281465,E,Yes,500,0,13,0,19,1,15,0,1,47,0.021,0,0,33.57476273,97.01277173,14,0,0,1,1
4335,70,60-69,0,12675.5,39236.91,427.4723964,0,"['W', 'Y']","['Twitter', 'Instagram', 'Email']",15,794.7569777,B,Yes,200,0,12,0,15,0,14,0,0,41,0,0,0,0,193.6081018,15,0,0,0,0
4336,26,20-29,0,5963.48,11490.92,245.4646756,0,"['W', 'Y', 'Z', 'X']","['Twitter', 'Facebook', 'Email']",15,570.6210714,D,No,400,0,148,6,126,14,151,17,37,425,0.087,0,0,683.4584381,829.1192506,2,1,1,1,1
4337,30,30-39,0,6449.64,12135.17,66.01571526,0,[],"['Twitter', 'Facebook']",15,587.401088,A,Yes,100,0,143,6,92,22,119,4,32,354,0.09,0,0,548.7909493,843.0036951,3,1,1,1,0
4338,21,20-29,1,4592,5325.49,352.1914769,1,['X'],['Facebook'],15,627.3161464,C,No,300,0,133,33,157,36,142,34,103,432,0.238,0,0,419.6363295,464.5379769,2,1,1,1,0
4339,57,50-59,0,11213.53,31151.06,90.76900505,0,"['Y', 'W', 'X', 'Z']",['Facebook'],15,232.4933716,C,Yes,300,0,42,4,51,3,50,2,9,143,0.063,0,0,678.3132854,469.7796779,11,1,1,1,1
4340,28,20-29,1,7532.57,16907.21,262.555765,0,"['W', 'Z']","['Instagram', 'Email']",15,598.0775361,B,Yes,200,0,159,7,151,26,156,35,68,466,0.146,0,0,909.9854696,942.2717427,2,1,1,1,1
4341,50,40-49,1,8227.26,24062.26,456.0416796,1,['W'],['Instagram'],15,346.4093979,D,Yes,400,0,88,12,71,6,84,4,22,243,0.091,1,1,513.9893773,620.3251745,9,1,1,1,0
4342,50,40-49,1,9038.76,22283.78,790.0857752,1,[],"['Facebook', 'Email']",15,493.1247821,B,Yes,200,0,48,2,76,7,50,1,10,174,0.057,0,1,716.8549912,699.1677665,9,1,1,1,0
4343,55,50-59,1,10514.31,28400.03,600.3147841,1,"['Y', 'X', 'Z']","['Instagram', 'Facebook', 'Twitter']",15,270.8941314,C,No,300,0,73,5,63,0,68,1,6,204,0.029,0,0,544.205769,725.6186693,10,1,1,0,1
4344,53,50-59,1,10283.05,28741.3,502.5913983,0,['Z'],['Facebook'],15,637.8297653,E,Yes,500,0,79,0,66,7,77,6,13,222,0.059,0,1,750.3943654,507.8236374,10,0,1,1,1
4345,41,40-49,0,8014.39,21335.8,293.936013,1,[],"['Facebook', 'Instagram']",15,311.8202708,C,No,300,0,93,0,82,1,63,3,4,238,0.017,0,0,832.0263074,850.9917786,6,0,1,1,0
4346,31,30-39,1,5075.03,13123.86,534.0108869,1,"['Y', 'W']","['Twitter', 'Facebook', 'Instagram', 'Email']",15,759.8709592,D,Yes,400,0,92,21,84,19,116,14,54,292,0.185,0,0,426.9955031,288.3750406,3,1,1,1,0
4347,30,30-39,0,7420.08,16478.17,286.6425287,0,[],['Instagram'],15,802.8065571,C,No,300,0,117,5,99,15,140,30,50,356,0.14,0,0,1110.031112,818.126499,3,1,1,1,1
4348,66,60-69,1,12874.94,39352.04,717.147308,0,"['W', 'Y', 'X', 'Z']","['Twitter', 'Instagram', 'Facebook', 'Email']",15,655.3837707,B,No,200,0,22,1,18,1,34,0,2,74,0.027,0,0,123.747585,179.7241423,14,1,0,1,0
4349,31,30-39,0,6008.51,11984.02,297.1934498,0,"['X', 'Z', 'Y']","['Instagram', 'Facebook', 'Twitter']",15,572.0874692,D,No,400,0,137,29,133,12,111,25,66,381,0.173,0,1,551.5231199,645.6827885,3,1,1,1,1
4350,36,30-39,0,7748.33,21008.65,177.8264142,2,['X'],['Instagram'],15,893.7245549,E,No,500,0,72,14,93,3,83,12,29,248,0.117,0,0,821.5780062,747.1279803,5,1,1,1,0
4351,60,50-59,0,10176.85,28588.55,255.7576048,1,['W'],['Facebook'],15,794.247442,E,Yes,500,0,37,1,34,1,43,3,5,114,0.044,1,0,418.6158708,492.1431735,12,1,1,1,0
4352,40,40-49,0,9116.32,22902.43,113.3072195,1,"['Z', 'X', 'W']",['Twitter'],15,449.8678607,D,Yes,400,0,87,16,122,9,68,7,32,277,0.116,0,0,939.7927156,935.0542199,6,1,1,1,1
4353,35,30-39,0,7417.87,17991,327.7970101,1,['W'],"['Twitter', 'Email']",15,843.2347534,E,No,500,0,129,5,138,17,108,2,24,375,0.064,0,0,795.0919565,679.4606155,4,1,1,1,1
4354,25,20-29,1,5443.38,10076.91,275.0544441,0,"['Z', 'W', 'Y']","['Instagram', 'Facebook', 'Email']",15,285.7089365,D,Yes,400,0,164,35,95,15,103,12,62,362,0.171,0,0,548.8890631,695.4112505,2,1,1,1,0
4355,50,40-49,0,10432.71,29492.79,294.7877881,0,[],['Instagram'],15,382.6904683,D,Yes,400,0,90,6,72,2,91,10,18,253,0.071,0,0,665.4418117,631.9424697,9,1,1,1,0
4356,65,60-69,1,11990.09,35781.62,689.4768872,0,['X'],"['Twitter', 'Facebook', 'Instagram']",15,801.2749753,B,Yes,200,0,29,0,23,0,27,0,0,79,0,0,0,180.5980741,276.8209967,13,0,0,0,0
4357,68,60-69,1,11650.87,33555.85,608.9206704,1,['X'],"['Facebook', 'Twitter', 'Email']",15,833.8137344,A,No,100,0,15,1,15,0,16,1,2,46,0.043,1,1,45.61511688,204.715874,14,1,1,0,1
4358,57,50-59,0,9017.47,25285.5,485.417511,0,[],"['Instagram', 'Facebook', 'Twitter', 'Email']",15,244.6762991,B,Yes,200,0,56,2,54,0,39,1,3,149,0.02,0,0,446.7943484,492.7425847,11,1,1,0,1
4359,27,20-29,0,6699.84,16714.37,117.4540419,0,"['Y', 'Z']",['Instagram'],15,629.0016442,C,Yes,300,0,141,12,132,11,158,6,29,431,0.067,0,0,811.8516634,799.4741728,2,1,1,1,1
4360,31,30-39,1,6850.41,15230.38,476.7571625,2,"['Y', 'W']",['Facebook'],15,665.397621,D,No,400,0,98,9,109,7,140,0,16,347,0.046,1,0,671.2186008,793.4267407,3,1,0,1,1
4361,59,50-59,0,10659.87,33960.9,334.0518959,0,"['Z', 'W', 'Y']","['Instagram', 'Facebook', 'Twitter', 'Email']",15,520.2107189,B,No,200,0,40,1,47,2,48,1,4,135,0.03,0,0,633.6941143,467.2264089,12,1,1,1,0
4362,62,60-69,1,10194.59,32660.32,559.043717,2,[],"['Facebook', 'Twitter', 'Instagram']",15,793.1689949,A,Yes,100,0,27,1,27,1,32,2,4,86,0.047,1,0,259.348952,233.320064,12,1,1,1,0
4363,39,30-39,1,7903.01,16266.38,685.9867266,2,[],"['Facebook', 'Instagram', 'Email']",15,638.2615739,A,No,100,0,109,21,87,6,68,2,29,264,0.11,1,0,762.0573208,730.9866056,6,1,1,1,1
4364,44,40-49,0,9572.93,27588.33,182.7175461,3,[],"['Instagram', 'Twitter']",15,537.2251473,E,No,500,0,80,3,88,15,83,8,26,251,0.104,1,1,1086.970758,752.8580856,7,1,1,1,1
4365,22,20-29,0,6509.34,15858.8,107.1870949,2,[],"['Instagram', 'Twitter', 'Facebook', 'Email']",15,385.1424338,B,Yes,200,0,186,50,153,34,165,39,123,504,0.244,1,0,801.0900376,871.8139991,2,1,1,1,1
4366,33,30-39,1,8258.51,20340.78,565.1742462,2,"['Z', 'W', 'Y', 'X']",['Instagram'],15,574.1040523,A,No,100,0,132,18,114,12,121,10,40,367,0.109,1,0,1201.066436,1125.533976,4,1,1,1,1
4367,55,50-59,0,11719.86,34672.67,336.5823198,0,"['Y', 'W']","['Facebook', 'Email']",15,851.8070199,D,No,400,0,61,1,53,3,51,1,5,165,0.03,0,0,649.1976242,729.2189813,10,1,1,1,0
4368,22,20-29,1,6580.06,12186.68,527.151511,1,"['Y', 'X', 'Z']","['Facebook', 'Instagram', 'Twitter']",15,548.7769272,E,Yes,500,0,107,16,193,53,124,13,82,424,0.193,0,1,966.4453894,828.3962767,2,1,1,1,1
4369,67,60-69,1,12263.54,38260.86,730.2304155,1,"['W', 'Z', 'X']","['Twitter', 'Instagram', 'Email']",15,610.5056617,B,Yes,200,0,19,0,20,0,26,1,1,65,0.015,0,0,36.24716026,257.3510768,14,0,1,0,0
4370,55,50-59,0,10576.68,34310.48,67.38767689,0,"['X', 'W', 'Y']","['Facebook', 'Instagram', 'Twitter', 'Email']",15,837.8286043,B,Yes,200,1,60,2,56,2,51,6,10,167,0.06,0,0,424.7973025,497.7632587,10,1,1,1,0
4371,31,30-39,0,7694.98,16297.84,172.4243172,1,"['X', 'Y', 'Z']","['Twitter', 'Email']",15,335.4596634,B,Yes,200,0,139,1,116,8,100,1,10,355,0.028,1,0,829.4931263,869.8722321,3,1,1,1,0
4372,35,30-39,0,7672.85,16274.04,238.4648781,1,"['Z', 'X', 'W']","['Twitter', 'Instagram']",15,684.2727518,E,No,500,0,126,25,145,18,127,1,44,398,0.111,0,0,856.5147907,817.4587032,4,1,1,1,1
4373,64,60-69,0,11611.67,39723.11,159.8599838,1,"['Y', 'W']","['Twitter', 'Email']",15,640.8139266,E,Yes,500,0,41,2,21,1,26,1,4,88,0.045,1,0,408.0552695,393.7420187,13,1,1,1,1
4374,24,20-29,0,5385.15,8872.14,0,1,"['W', 'X', 'Z', 'Y']",['Twitter'],15,271.7520477,A,No,100,0,178,39,148,18,181,36,93,507,0.183,1,0,482.3551271,534.7673732,2,1,1,1,1
4375,32,30-39,1,6615.75,14973.25,636.2457979,0,[],"['Instagram', 'Twitter', 'Facebook', 'Email']",15,654.8616563,E,Yes,500,0,124,14,134,8,136,13,35,394,0.089,0,0,687.4014466,645.1607826,3,1,1,1,0
4376,43,40-49,1,8225.16,22995.84,732.8085703,1,"['Z', 'W', 'Y', 'X']",['Twitter'],15,205.6103539,D,Yes,400,0,88,7,90,8,95,5,20,273,0.073,0,0,660.4819414,854.4199353,7,1,1,1,0
4377,21,20-29,0,6044.79,12287.58,223.4397857,0,"['Y', 'W', 'X', 'Z']","['Twitter', 'Facebook', 'Email']",15,595.91233,E,Yes,500,0,147,31,182,37,163,19,87,492,0.177,0,0,869.387314,755.7493356,2,1,1,1,1
4378,66,60-69,0,12860.47,38542.21,406.9296232,1,"['X', 'Z', 'Y', 'W']","['Twitter', 'Email']",15,442.5485407,A,No,100,1,25,0,32,2,20,0,2,77,0.026,0,0,313.5569904,153.9010122,14,0,0,1,0
4379,32,30-39,1,6392.7,13315.11,517.0011284,0,"['Z', 'W', 'Y']","['Instagram', 'Twitter', 'Email']",15,577.5511019,D,No,400,0,105,17,134,2,87,5,24,326,0.074,0,0,603.3369501,679.1267615,3,1,1,1,0
4380,62,60-69,1,11118.69,33797.13,617.5936723,0,['Y'],"['Facebook', 'Instagram', 'Twitter', 'Email']",15,475.1593915,B,Yes,200,0,49,2,37,2,38,3,7,124,0.056,0,0,271.9947919,396.1619204,12,1,1,1,1
4381,30,30-39,0,7767.4,19159.45,29.46406337,0,"['X', 'Y', 'W']","['Twitter', 'Facebook']",15,648.3935337,B,No,200,0,99,4,111,25,105,1,30,315,0.095,0,0,1087.169392,865.8881534,3,1,1,1,0
4382,56,50-59,0,9228.27,25092.18,261.2179605,1,"['W', 'Z']","['Instagram', 'Email']",15,752.5653955,B,No,200,0,57,0,44,2,47,2,4,148,0.027,0,0,460.5644541,329.6606924,11,0,1,1,0
4383,41,40-49,1,8888.06,22282.8,674.7511912,1,"['X', 'Z', 'W', 'Y']","['Instagram', 'Email']",15,220.9210032,E,Yes,500,0,64,7,119,11,97,11,29,280,0.104,0,0,857.1944142,821.4012824,6,1,1,1,0
4384,46,40-49,1,9866.01,26418.55,651.0129479,0,"['X', 'Y']","['Instagram', 'Twitter', 'Facebook']",15,645.3584636,B,No,200,0,63,3,90,7,79,4,14,232,0.06,0,0,753.5468731,826.0507822,8,1,1,1,1
4385,36,30-39,1,8302.72,17980.39,597.3796076,0,['W'],"['Instagram', 'Email']",15,623.6191996,D,Yes,400,0,113,5,141,6,138,1,12,392,0.031,0,0,1033.363339,892.8227459,5,1,1,1,0
4386,38,30-39,1,7983.22,22443.59,450.5844453,1,"['X', 'W', 'Z']","['Facebook', 'Twitter', 'Instagram']",15,645.9715445,D,Yes,400,0,135,8,96,5,69,9,22,300,0.073,1,0,737.7897837,748.9598953,5,1,1,1,0
