customer id,age,gender,income/month,account balance,loyalty score,education level,type of campaign(s),prev campaign success,Transaction history,housing,loan,marital,job,has customer bought product,has customer churned
1217,59,Female,8883,1020,192,Postgrad,"['Instagram', 'Facebook', 'Twitter']",Yes,"[[-54, 'Withdrawal', 2856.79], [-24, 'Deposit', 9702.45], [-5, 'Withdrawal', 4997.42]]",yes,no,single,admin.,No,No
1218,36,Male,14171,5594,48,Postgrad,"['Twitter', 'Instagram']",No,"[[-59, 'Deposit', 4166.02], [-57, 'Deposit', 1131.54]]",yes,yes,single,blue-collar,No,Yes
1219,44,Male,14230,9489,184,Secondary,"['Instagram', 'Facebook', 'Twitter', 'Email']",No,"[[-60, 'Withdrawal', 1007.72], [-48, 'Deposit', 2183.03], [-43, 'Deposit', 2458.33], [-13, 'Withdrawal', 1573.24], [-11, 'Deposit', 9102.24]]",yes,no,single,blue-collar,Yes,Yes
1220,69,Male,13873,759,67,Secondary,"['Facebook', 'Instagram', 'Email']",Yes,"[[-6, 'Withdrawal', 2191.2]]",yes,no,single,admin.,No,Yes
1221,32,Female,3683,1396,233,Secondary,"['Facebook', 'Twitter', 'Email']",Yes,"[[-60, 'Withdrawal', 4694.2], [-33, 'Deposit', 7925.77], [-28, 'Withdrawal', 3468.91], [-26, 'Deposit', 4052.97], [-22, 'Withdrawal', 3054.52], [-12, 'Deposit', 3120.61]]",yes,no,single,services,Yes,No
1222,35,Male,12643,3305,19,Tertiary,"['Instagram', 'Facebook', 'Twitter', 'Email']",Yes,"[[-58, 'Deposit', 6362.11], [-55, 'Withdrawal', 2750.17], [-39, 'Withdrawal', 68.95], [-31, 'Withdrawal', 1584.93], [-27, 'Withdrawal', 3313.03]]",yes,no,single,admin.,No,No
1223,23,Male,14050,2381,514,Postgrad,"['Instagram', 'Facebook', 'Twitter']",No,"[[-20, 'Withdrawal', 1785.88]]",yes,no,single,admin.,Yes,No
1224,58,Male,5175,441,478,Secondary,"['Instagram', 'Twitter']",No,[],yes,no,married,blue-collar,Yes,Yes
1225,37,Female,12379,5054,451,Tertiary,"['Twitter', 'Facebook']",Yes,"[[-37, 'Withdrawal', 4796.41], [-22, 'Withdrawal', 1186.88], [-19, 'Withdrawal', 2965.73], [-18, 'Withdrawal', 3409.6], [-16, 'Withdrawal', 3454.93], [-3, 'Deposit', 8023.22]]",yes,no,married,management,Yes,Yes
1226,60,Female,13522,9445,10,Postgrad,"['Instagram', 'Facebook', 'Twitter', 'Email']",No,"[[-59, 'Withdrawal', 3153.43], [-23, 'Deposit', 6038.5], [-14, 'Deposit', 2777.79], [-10, 'Deposit', 295.14], [-2, 'Deposit', 8083.99]]",yes,no,single,student,Yes,No
1227,54,Male,6806,9626,485,Tertiary,"['Facebook', 'Instagram', 'Twitter', 'Email']",Yes,"[[-57, 'Deposit', 4163.33], [-54, 'Deposit', 3498.35], [-17, 'Deposit', 6073.18], [-7, 'Deposit', 706.34], [-5, 'Deposit', 7552.13]]",yes,yes,married,retired,Yes,No
1228,41,Female,10033,4126,236,Tertiary,"['Instagram', 'Email']",Yes,"[[-44, 'Deposit', 2917.63], [-23, 'Deposit', 8547.01], [-3, 'Deposit', 2374.97]]",yes,no,divorced,admin.,Yes,Yes
1229,37,Male,6076,2672,944,Tertiary,"['Facebook', 'Twitter', 'Instagram']",No,"[[-48, 'Withdrawal', 537.9], [-39, 'Deposit', 9336.88], [-2, 'Deposit', 8925.92]]",yes,no,married,unemployed,Yes,No
1230,60,Female,7051,9217,523,Tertiary,"['Facebook', 'Instagram', 'Email']",No,[],yes,no,married,technician,Yes,No
1231,54,Male,6678,4106,216,Tertiary,"['Instagram', 'Email']",No,"[[-2, 'Deposit', 4111.35]]",yes,no,divorced,technician,No,No
1232,47,Male,12828,4083,577,Secondary,"['Facebook', 'Instagram', 'Email']",Yes,"[[-52, 'Deposit', 5459.62], [-35, 'Withdrawal', 1110.68]]",yes,no,single,admin.,No,No
1233,63,Male,10732,102,287,Secondary,"['Instagram', 'Facebook']",No,[],yes,no,married,technician,No,Yes
1234,42,Male,9521,323,871,Tertiary,"['Facebook', 'Instagram', 'Twitter']",No,[],yes,no,married,blue-collar,No,No
1235,47,Female,3616,804,440,Secondary,"['Instagram', 'Facebook', 'Email']",Yes,"[[-57, 'Withdrawal', 1600.3], [-55, 'Deposit', 7039.86], [-44, 'Withdrawal', 737.79], [-43, 'Deposit', 2005.76], [-35, 'Deposit', 5929.56], [-21, 'Withdrawal', 1511.41]]",yes,no,married,self-employed,Yes,Yes
1236,34,Female,11712,1598,887,Tertiary,"['Instagram', 'Email']",Yes,"[[-46, 'Withdrawal', 1184.16], [-45, 'Deposit', 5498.85], [-30, 'Deposit', 6258.4], [-25, 'Withdrawal', 217.98], [-24, 'Deposit', 2997.62], [-6, 'Withdrawal', 1698.45]]",yes,no,single,blue-collar,No,Yes
1237,29,Male,4216,8012,649,Secondary,"['Instagram', 'Twitter']",No,"[[-52, 'Deposit', 1335.35], [-24, 'Withdrawal', 1066.1]]",yes,no,married,entrepreneur,No,No
1238,61,Female,7150,5442,476,Tertiary,"['Facebook', 'Instagram', 'Twitter']",Yes,"[[-42, 'Deposit', 6286.25], [-36, 'Deposit', 7261.29], [-32, 'Withdrawal', 1094.09], [-27, 'Withdrawal', 2888.5]]",yes,no,married,technician,No,Yes
1239,46,Female,14916,1822,805,Primary,"['Facebook', 'Instagram', 'Twitter', 'Email']",No,"[[-25, 'Deposit', 1982.38]]",yes,no,married,services,Yes,No
1240,49,Male,3879,8087,115,Primary,['Instagram'],No,"[[-52, 'Withdrawal', 4277.31], [-33, 'Withdrawal', 1109.49], [-22, 'Withdrawal', 1679.61]]",yes,no,married,technician,No,Yes
1241,37,Male,13808,3381,625,Secondary,"['Facebook', 'Twitter']",No,[],yes,no,single,blue-collar,Yes,No
1242,62,Male,8227,5080,708,Secondary,"['Facebook', 'Twitter', 'Instagram', 'Email']",No,"[[-41, 'Deposit', 6729.4], [-9, 'Deposit', 2032.86], [-7, 'Withdrawal', 2130.87]]",yes,no,married,blue-collar,No,No
1243,66,Female,9555,3420,224,Primary,"['Facebook', 'Instagram', 'Twitter', 'Email']",Yes,"[[-52, 'Withdrawal', 4369.67], [-32, 'Deposit', 4635.79], [-31, 'Deposit', 2146.81], [-7, 'Withdrawal', 4138.47], [-3, 'Withdrawal', 4824.83]]",yes,yes,single,blue-collar,No,No
1244,34,Female,12591,1445,331,Secondary,['Twitter'],No,"[[-24, 'Withdrawal', 1982.74], [-23, 'Deposit', 8378.65]]",yes,no,married,services,No,No
1245,54,Male,6818,1754,894,Tertiary,"['Instagram', 'Twitter', 'Facebook', 'Email']",No,"[[-59, 'Withdrawal', 1782.01], [-56, 'Deposit', 9493.75], [-43, 'Withdrawal', 4958.23], [-39, 'Withdrawal', 3549.99], [-27, 'Withdrawal', 687.13], [-17, 'Deposit', 2791.36]]",yes,no,married,management,No,No
1246,59,Female,12997,6197,708,Secondary,"['Facebook', 'Instagram']",Yes,"[[-28, 'Withdrawal', 718.89], [-27, 'Deposit', 7591.62], [-22, 'Deposit', 8295.69], [-10, 'Withdrawal', 4447.47]]",yes,no,single,blue-collar,Yes,Yes
1247,39,Female,6875,7437,42,Secondary,"['Instagram', 'Email']",No,"[[-54, 'Deposit', 4854.08], [-49, 'Withdrawal', 408.87], [-48, 'Deposit', 4519.8], [-23, 'Deposit', 4563.14]]",yes,no,single,technician,Yes,Yes
1248,51,Female,5967,7868,620,Tertiary,"['Instagram', 'Email']",Yes,"[[-60, 'Withdrawal', 2775.28], [-55, 'Withdrawal', 4300.39], [-50, 'Deposit', 6067.05]]",yes,no,married,services,No,No
1249,33,Male,4649,9257,432,Primary,"['Twitter', 'Facebook', 'Instagram']",No,"[[-51, 'Deposit', 3978.01]]",yes,no,married,blue-collar,Yes,Yes
1250,22,Male,13193,8813,714,Tertiary,"['Facebook', 'Instagram', 'Twitter']",Yes,"[[-47, 'Deposit', 4800.94], [-41, 'Withdrawal', 3917.36], [-26, 'Deposit', 8002.53]]",no,no,married,management,No,No
1251,27,Male,6621,8476,616,Secondary,"['Twitter', 'Instagram', 'Facebook', 'Email']",Yes,"[[-60, 'Deposit', 9645.19], [-36, 'Deposit', 8686.23], [-16, 'Deposit', 7281.83], [-10, 'Deposit', 9271.22], [-5, 'Deposit', 9049.8], [-3, 'Withdrawal', 3166.17]]",yes,no,married,blue-collar,No,No
1252,29,Female,7420,6058,588,Secondary,"['Facebook', 'Instagram', 'Email']",No,"[[-60, 'Withdrawal', 4526.21], [-33, 'Withdrawal', 4204.61]]",yes,no,married,retired,Yes,No
1253,53,Female,6905,4329,345,Primary,"['Facebook', 'Instagram', 'Twitter', 'Email']",Yes,"[[-48, 'Deposit', 6504.65], [-46, 'Withdrawal', 700.13], [-45, 'Deposit', 6156.9], [-41, 'Deposit', 9770.85], [-6, 'Deposit', 5207.17]]",yes,no,married,blue-collar,No,No
1254,32,Male,7760,5732,324,Secondary,"['Twitter', 'Facebook']",No,[],yes,no,married,management,Yes,Yes
1255,44,Female,9655,7798,738,Secondary,"['Facebook', 'Twitter', 'Instagram', 'Email']",Yes,"[[-58, 'Deposit', 9833.39], [-46, 'Withdrawal', 2449.31], [-30, 'Withdrawal', 1269.91]]",yes,no,divorced,admin.,No,Yes
1256,21,Male,10203,5095,117,Postgrad,"['Instagram', 'Twitter', 'Email']",Yes,"[[-38, 'Deposit', 3270.32], [-20, 'Deposit', 9607.38]]",yes,no,divorced,services,Yes,Yes
1257,55,Female,6109,5670,768,Secondary,"['Facebook', 'Twitter', 'Instagram', 'Email']",Yes,"[[-10, 'Deposit', 1944.72], [-5, 'Deposit', 6310.72], [-4, 'Withdrawal', 4512.91]]",yes,no,married,services,No,No
1258,28,Female,13644,4239,685,Postgrad,['Twitter'],Yes,"[[-7, 'Withdrawal', 1117.64]]",yes,no,married,self-employed,No,Yes
1259,30,Female,10301,6919,303,Primary,"['Instagram', 'Facebook']",Yes,"[[-27, 'Withdrawal', 1951.37], [-10, 'Deposit', 5261.78]]",yes,no,married,admin.,No,No
1260,51,Female,10536,7746,72,Secondary,"['Facebook', 'Twitter', 'Email']",Yes,"[[-52, 'Withdrawal', 1540.92]]",yes,no,married,blue-collar,No,Yes
1261,32,Male,8035,7402,958,Postgrad,"['Instagram', 'Email']",No,"[[-47, 'Deposit', 447.49], [-36, 'Deposit', 225.7], [-5, 'Withdrawal', 880.46]]",yes,no,married,retired,No,Yes
1262,44,Male,3846,6394,532,Primary,"['Facebook', 'Twitter', 'Instagram']",No,"[[-40, 'Deposit', 2812.16], [-7, 'Deposit', 7285.53], [-2, 'Deposit', 145.22]]",yes,no,single,technician,No,No
1263,34,Male,11150,5119,440,Secondary,"['Twitter', 'Facebook', 'Instagram']",Yes,"[[-27, 'Deposit', 1258.74], [-26, 'Withdrawal', 1290.31]]",yes,no,divorced,services,No,No
1264,57,Male,11714,8126,120,Postgrad,"['Instagram', 'Facebook', 'Twitter', 'Email']",Yes,"[[-45, 'Withdrawal', 1386.01], [-38, 'Withdrawal', 2646.53], [-15, 'Withdrawal', 4505.21]]",yes,no,married,management,No,Yes
1265,59,Male,10285,3471,81,Postgrad,"['Facebook', 'Instagram', 'Twitter']",Yes,"[[-23, 'Withdrawal', 2504.4]]",yes,no,single,technician,Yes,No
1266,38,Female,3617,9372,907,Primary,"['Instagram', 'Twitter', 'Facebook', 'Email']",Yes,"[[-60, 'Deposit', 9308.09], [-41, 'Deposit', 5707.54], [-36, 'Deposit', 7145.4], [-25, 'Deposit', 872.74], [-2, 'Deposit', 2128.76]]",yes,yes,married,blue-collar,No,Yes
1267,45,Female,13798,121,657,Tertiary,"['Facebook', 'Instagram']",No,"[[-48, 'Deposit', 5212.22], [-42, 'Withdrawal', 4158.68], [-39, 'Deposit', 3533.42], [-22, 'Deposit', 4757.53]]",yes,no,single,technician,No,Yes
1268,39,Female,12686,6869,888,Primary,"['Facebook', 'Twitter', 'Instagram', 'Email']",No,[],yes,yes,married,admin.,No,Yes
1269,51,Male,6970,3579,688,Tertiary,"['Facebook', 'Instagram', 'Twitter']",No,"[[-53, 'Withdrawal', 2576.72]]",yes,no,single,blue-collar,Yes,Yes
1270,59,Female,13529,9455,672,Primary,"['Facebook', 'Instagram', 'Twitter', 'Email']",No,[],yes,no,married,management,No,Yes
1271,50,Female,12059,3213,952,Postgrad,"['Twitter', 'Instagram', 'Facebook', 'Email']",No,"[[-60, 'Withdrawal', 399.17], [-55, 'Deposit', 7325.36], [-38, 'Withdrawal', 221.1], [-37, 'Withdrawal', 3338.66], [-22, 'Withdrawal', 111.9]]",yes,no,married,blue-collar,No,No
1272,60,Male,5870,6894,45,Postgrad,"['Instagram', 'Twitter']",Yes,"[[-58, 'Deposit', 7833.19], [-54, 'Withdrawal', 2751.21], [-12, 'Withdrawal', 2939.9], [-8, 'Withdrawal', 715.92], [-6, 'Withdrawal', 593.71]]",yes,no,married,blue-collar,No,Yes
1273,69,Male,13472,811,769,Tertiary,"['Facebook', 'Twitter']",No,"[[-55, 'Withdrawal', 4889.83], [-50, 'Deposit', 6649.06], [-33, 'Deposit', 1837.13]]",yes,no,single,management,No,Yes
1274,66,Male,4573,5098,400,Tertiary,"['Twitter', 'Instagram', 'Facebook', 'Email']",No,"[[-23, 'Deposit', 4125.47]]",yes,no,married,admin.,Yes,Yes
1275,57,Female,5473,9677,664,Secondary,"['Instagram', 'Email']",Yes,"[[-53, 'Deposit', 6259.83]]",yes,no,married,self-employed,Yes,No
1276,60,Female,5390,1227,426,Postgrad,"['Instagram', 'Twitter', 'Email']",No,"[[-58, 'Deposit', 8284.77], [-25, 'Deposit', 8479.48]]",yes,no,married,management,Yes,Yes
1277,50,Female,3872,9511,550,Secondary,"['Twitter', 'Facebook']",No,"[[-42, 'Deposit', 3368.07], [-36, 'Withdrawal', 1854.92], [-16, 'Deposit', 3873.47], [-14, 'Withdrawal', 370.63], [-10, 'Deposit', 9127.56]]",yes,no,married,entrepreneur,No,No
1278,69,Female,3705,9073,123,Primary,"['Twitter', 'Facebook', 'Instagram']",Yes,"[[-10, 'Deposit', 7616.75], [-3, 'Deposit', 7022.41]]",no,no,married,technician,Yes,Yes
1279,32,Female,5630,2426,890,Postgrad,"['Facebook', 'Instagram', 'Email']",No,"[[-39, 'Deposit', 3112.39], [-26, 'Withdrawal', 3257.49], [-18, 'Withdrawal', 932.48]]",yes,no,married,blue-collar,Yes,No
1280,50,Male,3409,9244,688,Tertiary,['Instagram'],No,"[[-44, 'Withdrawal', 2965.07], [-27, 'Withdrawal', 4063.29], [-22, 'Withdrawal', 2386.08], [-8, 'Deposit', 4438.7]]",yes,no,single,management,No,No
1281,21,Male,14466,6344,4,Postgrad,"['Twitter', 'Facebook', 'Email']",Yes,[],yes,no,single,blue-collar,Yes,No
1282,35,Male,9059,5447,573,Primary,['Twitter'],Yes,"[[-6, 'Withdrawal', 1595.91]]",yes,no,married,blue-collar,No,No
1283,26,Female,6615,6680,331,Secondary,"['Instagram', 'Facebook', 'Twitter']",Yes,"[[-60, 'Deposit', 7246.91], [-45, 'Withdrawal', 3235.3], [-28, 'Withdrawal', 1502.12], [-19, 'Deposit', 8741.7]]",yes,no,married,management,Yes,Yes
1284,35,Male,12115,2920,41,Postgrad,"['Twitter', 'Facebook', 'Instagram']",Yes,[],yes,no,married,blue-collar,Yes,No
1285,36,Male,11118,9712,646,Postgrad,"['Facebook', 'Twitter', 'Instagram']",No,"[[-51, 'Deposit', 8529.63], [-50, 'Deposit', 9951.67], [-27, 'Deposit', 4716.87], [-21, 'Deposit', 4909.04], [-15, 'Withdrawal', 4748.13], [-3, 'Withdrawal', 33.47]]",yes,no,single,technician,Yes,No
1286,32,Female,6271,5041,637,Postgrad,['Twitter'],No,"[[-53, 'Deposit', 840.66], [-43, 'Deposit', 5520.13], [-14, 'Deposit', 7727.78], [-10, 'Deposit', 8757.16], [-4, 'Withdrawal', 780.9]]",yes,no,single,management,Yes,No
1287,47,Male,10849,7502,763,Primary,"['Facebook', 'Twitter']",Yes,"[[-53, 'Deposit', 4178.96], [-40, 'Deposit', 970.03], [-38, 'Deposit', 4826.45], [-26, 'Deposit', 671.5], [-2, 'Deposit', 877.32]]",yes,no,married,blue-collar,No,Yes
1288,33,Female,3657,7206,284,Secondary,"['Facebook', 'Email']",No,"[[-41, 'Withdrawal', 4539.56], [-22, 'Deposit', 1394.26], [-20, 'Withdrawal', 4758.56], [-15, 'Deposit', 3323.83], [-7, 'Deposit', 4859.28]]",yes,no,married,services,Yes,Yes
1289,33,Male,3480,6707,543,Postgrad,"['Instagram', 'Facebook']",No,"[[-50, 'Deposit', 9116.66], [-41, 'Withdrawal', 1389.84], [-36, 'Withdrawal', 3661.63], [-7, 'Deposit', 9452.39]]",yes,no,single,student,No,Yes
1290,22,Female,11945,8768,306,Secondary,"['Facebook', 'Email']",No,"[[-58, 'Withdrawal', 4688.45], [-46, 'Withdrawal', 1954.14]]",yes,no,married,technician,Yes,Yes
1291,61,Female,10447,2754,753,Secondary,"['Instagram', 'Twitter', 'Facebook', 'Email']",No,"[[-41, 'Deposit', 698.56], [-3, 'Deposit', 4933.03]]",yes,no,single,blue-collar,No,No
1292,27,Male,6362,3727,517,Primary,"['Instagram', 'Twitter', 'Facebook']",Yes,[],no,no,single,admin.,No,No
1293,38,Male,11028,9707,184,Tertiary,"['Instagram', 'Facebook']",Yes,"[[-54, 'Withdrawal', 10.64], [-30, 'Withdrawal', 4267.05], [-7, 'Withdrawal', 843.9]]",yes,no,single,unknown,Yes,No
1294,50,Female,7566,992,244,Secondary,"['Facebook', 'Twitter', 'Instagram']",Yes,"[[-36, 'Withdrawal', 2924.29], [-25, 'Withdrawal', 1592.05], [-21, 'Withdrawal', 3368.7], [-11, 'Deposit', 9550.89], [-2, 'Withdrawal', 883.68]]",no,no,married,entrepreneur,Yes,Yes
1295,25,Male,11961,4550,450,Secondary,"['Twitter', 'Facebook', 'Email']",Yes,"[[-59, 'Deposit', 1985.04], [-27, 'Deposit', 1186.07], [-19, 'Deposit', 9814.36], [-13, 'Withdrawal', 866.14], [-5, 'Withdrawal', 748.0]]",yes,no,single,technician,Yes,Yes
1296,43,Male,8702,3981,432,Primary,"['Twitter', 'Instagram']",No,"[[-59, 'Deposit', 9738.19], [-40, 'Deposit', 8344.93], [-18, 'Deposit', 8162.3]]",yes,no,married,services,No,Yes
1297,63,Female,11122,3189,11,Tertiary,['Twitter'],Yes,"[[-50, 'Deposit', 524.06], [-45, 'Withdrawal', 2595.63]]",yes,no,married,blue-collar,No,Yes
1298,21,Female,14653,5364,373,Secondary,"['Instagram', 'Facebook']",Yes,"[[-18, 'Withdrawal', 2585.04]]",no,no,married,services,Yes,No
1299,53,Male,9965,812,314,Tertiary,"['Instagram', 'Email']",No,"[[-59, 'Deposit', 5135.48], [-32, 'Withdrawal', 1826.9], [-30, 'Deposit', 855.79]]",yes,no,married,technician,No,No
1300,61,Male,6957,259,163,Postgrad,"['Facebook', 'Instagram', 'Twitter', 'Email']",No,"[[-42, 'Withdrawal', 100.83], [-33, 'Withdrawal', 114.17], [-14, 'Withdrawal', 896.64], [-10, 'Withdrawal', 166.4], [-8, 'Withdrawal', 4616.89]]",yes,no,single,technician,Yes,Yes
1301,29,Male,3718,5237,900,Primary,"['Instagram', 'Facebook', 'Twitter']",Yes,"[[-51, 'Deposit', 2084.22], [-17, 'Deposit', 7203.49], [-11, 'Withdrawal', 2713.91], [-6, 'Withdrawal', 4115.98]]",yes,no,divorced,management,Yes,No
1302,50,Male,6536,6081,872,Primary,"['Twitter', 'Instagram']",No,"[[-37, 'Withdrawal', 3406.61], [-27, 'Deposit', 5368.95], [-10, 'Deposit', 9961.55]]",yes,no,married,technician,No,No
1303,56,Female,9586,1203,579,Postgrad,['Instagram'],No,[],yes,no,single,unemployed,Yes,No
1304,59,Female,8711,3375,210,Primary,['Instagram'],No,"[[-21, 'Deposit', 8472.4]]",no,no,married,management,No,No
1305,30,Female,4172,4015,851,Secondary,"['Instagram', 'Twitter']",No,"[[-50, 'Deposit', 1294.61], [-36, 'Withdrawal', 1914.31], [-32, 'Withdrawal', 1606.02], [-30, 'Withdrawal', 1926.99], [-17, 'Withdrawal', 3613.35], [-5, 'Deposit', 673.07]]",yes,no,divorced,management,No,Yes
1306,21,Male,14992,8146,239,Tertiary,"['Instagram', 'Twitter', 'Facebook']",No,"[[-56, 'Withdrawal', 965.88], [-51, 'Withdrawal', 3234.98], [-19, 'Withdrawal', 4911.64], [-18, 'Deposit', 3064.9], [-10, 'Withdrawal', 586.98]]",yes,no,married,technician,No,Yes
1307,26,Female,11036,8802,172,Primary,['Twitter'],Yes,"[[-52, 'Deposit', 5080.87], [-46, 'Withdrawal', 4573.93], [-37, 'Withdrawal', 4109.03], [-9, 'Withdrawal', 4734.04], [-6, 'Withdrawal', 1089.66]]",yes,no,married,services,No,Yes
1308,54,Female,9964,9500,19,Tertiary,['Instagram'],Yes,[],yes,no,married,housemaid,No,Yes
1309,37,Female,7465,4566,603,Postgrad,"['Facebook', 'Email']",No,[],yes,no,married,blue-collar,No,Yes
1310,68,Female,14942,2954,38,Tertiary,"['Instagram', 'Facebook']",No,"[[-57, 'Withdrawal', 2751.13], [-52, 'Deposit', 2435.35], [-49, 'Withdrawal', 3519.64], [-45, 'Deposit', 1173.12], [-39, 'Withdrawal', 4507.11], [-34, 'Deposit', 3653.13]]",yes,no,single,management,No,Yes
1311,34,Female,12920,9728,395,Tertiary,"['Instagram', 'Twitter']",No,"[[-46, 'Deposit', 1493.49], [-38, 'Withdrawal', 3148.61], [-34, 'Deposit', 948.06], [-23, 'Deposit', 3186.58], [-16, 'Deposit', 4902.04], [-8, 'Withdrawal', 1138.39]]",yes,no,married,blue-collar,No,Yes
1312,45,Male,8378,6693,432,Secondary,"['Facebook', 'Instagram', 'Email']",No,"[[-54, 'Deposit', 2174.41], [-49, 'Deposit', 8758.02]]",yes,no,single,technician,Yes,Yes
1313,60,Female,10199,2806,650,Secondary,"['Facebook', 'Twitter', 'Email']",Yes,[],yes,no,single,management,Yes,No
1314,58,Male,8740,7611,804,Postgrad,"['Twitter', 'Facebook', 'Email']",Yes,"[[-56, 'Deposit', 5170.85], [-51, 'Deposit', 9547.83], [-50, 'Withdrawal', 3381.3], [-35, 'Deposit', 1508.94], [-24, 'Withdrawal', 4651.85], [-20, 'Withdrawal', 4569.91]]",yes,no,married,technician,Yes,No
1315,49,Female,4708,7904,338,Primary,['Instagram'],No,"[[-59, 'Deposit', 3712.53], [-53, 'Withdrawal', 1405.79], [-49, 'Withdrawal', 4172.23], [-33, 'Deposit', 3258.54], [-6, 'Withdrawal', 1300.91], [-5, 'Withdrawal', 1019.09]]",no,no,married,management,Yes,Yes
1316,31,Female,11636,966,315,Secondary,"['Facebook', 'Twitter', 'Instagram']",Yes,[],yes,no,single,admin.,Yes,No
1317,27,Male,7253,3894,78,Tertiary,"['Facebook', 'Twitter', 'Email']",Yes,"[[-50, 'Deposit', 9454.25], [-40, 'Withdrawal', 3519.72], [-36, 'Withdrawal', 774.72], [-29, 'Withdrawal', 3787.26], [-21, 'Withdrawal', 857.19]]",yes,no,single,blue-collar,Yes,Yes
1318,62,Female,9357,6802,609,Primary,"['Twitter', 'Facebook']",Yes,"[[-31, 'Deposit', 6223.82], [-28, 'Deposit', 2483.44], [-15, 'Deposit', 2060.13], [-13, 'Deposit', 8291.14], [-5, 'Deposit', 8513.87]]",yes,no,married,blue-collar,Yes,Yes
1319,62,Male,12829,7314,277,Primary,"['Instagram', 'Facebook', 'Twitter']",No,"[[-57, 'Deposit', 1469.89], [-31, 'Withdrawal', 4300.53], [-10, 'Withdrawal', 3489.15], [-7, 'Deposit', 5786.49]]",no,no,married,blue-collar,No,No
1320,21,Male,12913,6502,677,Secondary,"['Twitter', 'Email']",No,"[[-58, 'Deposit', 6911.48], [-28, 'Withdrawal', 2452.36], [-20, 'Deposit', 7856.04]]",yes,no,married,blue-collar,Yes,No
1321,59,Male,13245,8057,503,Postgrad,"['Facebook', 'Twitter', 'Email']",Yes,"[[-33, 'Deposit', 5667.96], [-13, 'Withdrawal', 2811.83]]",yes,no,married,services,Yes,No
1322,34,Male,10382,6915,771,Tertiary,"['Facebook', 'Instagram', 'Twitter', 'Email']",No,[],yes,no,married,blue-collar,No,No
1323,34,Female,11954,6061,367,Postgrad,"['Facebook', 'Twitter']",No,"[[-33, 'Deposit', 852.0], [-25, 'Deposit', 9708.7], [-20, 'Withdrawal', 1149.41], [-10, 'Withdrawal', 3985.75]]",yes,no,married,entrepreneur,No,No
1324,49,Male,5265,2502,14,Secondary,"['Instagram', 'Facebook']",No,"[[-52, 'Deposit', 4792.99]]",yes,no,married,management,No,No
1325,50,Female,4966,8563,712,Tertiary,['Facebook'],No,"[[-55, 'Withdrawal', 3763.6]]",yes,yes,married,services,Yes,No
1326,46,Male,4262,6714,10,Tertiary,"['Twitter', 'Facebook']",Yes,"[[-57, 'Deposit', 4416.26], [-41, 'Deposit', 9236.5], [-24, 'Withdrawal', 281.81]]",yes,no,married,blue-collar,Yes,No
1327,36,Female,8998,3150,331,Primary,"['Facebook', 'Instagram', 'Twitter', 'Email']",No,"[[-25, 'Deposit', 5301.33], [-9, 'Deposit', 7037.62]]",yes,no,married,technician,Yes,No
1328,60,Female,7911,4117,667,Secondary,['Instagram'],No,[],yes,no,married,services,No,Yes
1329,50,Male,10664,5192,435,Tertiary,"['Twitter', 'Facebook', 'Instagram']",No,"[[-58, 'Withdrawal', 1842.13], [-50, 'Deposit', 318.97], [-37, 'Withdrawal', 2733.12], [-21, 'Deposit', 547.74], [-7, 'Deposit', 5212.24], [-4, 'Withdrawal', 3783.46]]",yes,no,married,admin.,No,Yes
1330,31,Male,3958,6943,978,Tertiary,"['Instagram', 'Email']",Yes,[],yes,no,married,blue-collar,No,Yes
1331,55,Male,7101,700,898,Tertiary,"['Instagram', 'Twitter']",No,"[[-24, 'Deposit', 1209.78]]",yes,no,single,technician,Yes,No
1332,31,Female,11851,874,165,Tertiary,['Twitter'],Yes,"[[-41, 'Withdrawal', 1840.46], [-39, 'Withdrawal', 4317.01], [-35, 'Withdrawal', 3889.02], [-17, 'Deposit', 5198.53], [-14, 'Deposit', 3173.09], [-7, 'Withdrawal', 3549.94]]",yes,no,married,technician,Yes,Yes
1333,60,Male,10792,5083,504,Postgrad,"['Facebook', 'Instagram']",Yes,"[[-48, 'Deposit', 9474.48]]",yes,no,single,blue-collar,No,Yes
1334,24,Female,8966,6324,507,Primary,"['Twitter', 'Instagram', 'Email']",Yes,"[[-10, 'Deposit', 8084.59], [-5, 'Withdrawal', 393.03]]",yes,no,divorced,admin.,Yes,No
1335,44,Female,9111,6870,980,Postgrad,['Twitter'],Yes,"[[-57, 'Withdrawal', 1443.15], [-48, 'Withdrawal', 749.26], [-2, 'Deposit', 203.24]]",yes,no,married,technician,Yes,No
1336,24,Female,5224,8688,514,Secondary,"['Instagram', 'Facebook']",Yes,"[[-59, 'Withdrawal', 4807.61], [-26, 'Withdrawal', 3128.42], [-18, 'Deposit', 5280.2]]",no,no,single,management,Yes,No
1337,62,Female,4476,7486,120,Tertiary,"['Instagram', 'Twitter', 'Facebook']",Yes,"[[-55, 'Deposit', 8799.18], [-32, 'Deposit', 9088.76], [-13, 'Deposit', 8710.77], [-10, 'Withdrawal', 2456.44]]",yes,no,married,technician,Yes,Yes
1338,64,Male,9171,3888,726,Secondary,"['Twitter', 'Instagram', 'Facebook', 'Email']",Yes,"[[-10, 'Withdrawal', 424.09], [-7, 'Withdrawal', 4117.57], [-4, 'Withdrawal', 1342.68]]",yes,no,divorced,blue-collar,Yes,Yes
